"assists","boosts","damage_dealt","headshot_kills","heals","kill_place","kill_points","kills","kill_streaks","longest_kill","match_duration","match_type","max_place","rank_points","ride_distance","road_kills","swim_distance","team_kills","vehicle_destroys","walk_distance","weapons_acquired","win_points","win_place_perc","total_distance","weapon_bins","player_type"
0,0,25.8,0,0,73,0,0,0,0,1352,"duo-fpp",46,1530,0,0,0,0,0,174.3,4,0,22.22,174.3,"3-5","Noob"
0,0,0,0,0,68,0,0,0,0,1488,"duo-fpp",47,1476,0,0,0,1,0,119.3,2,0,39.13,119.3,"0-2","Noob"
0,1,166.5,1,1,20,1136,2,2,22.58,1418,"duo",50,-1,0,0,120.8,0,0,1123,5,1557,53.06,1243.8,"3-5","Average"
3,6,494.5,0,2,3,0,5,2,32.42,2004,"squad-fpp",27,1416,0,0,0,0,0,2063,8,0,57.69,2063,"6-10","Pro"
0,0,0,0,0,92,1292,0,0,0,1855,"solo-fpp",93,-1,0,0,0,0,0,46.99,0,1425,1.09,46.99,"0-2","Noob"
0,0,15.82,0,0,78,0,0,0,0,1676,"squad",29,1500,0,0,0,1,0,273.1,3,0,10.71,273.1,"3-5","Noob"
0,0,145.2,0,1,83,0,0,0,0,1795,"squad-fpp",33,1388,0,0,0,0,0,578.1,2,0,15.62,578.1,"0-2","Average"
1,4,549.5,3,2,3,0,6,2,40.82,1304,"squad-fpp",29,1624,0,0,0,0,0,1382,4,0,67.86,1382,"3-5","Pro"
0,0,0,0,0,99,1378,0,0,0,1488,"solo",99,-1,0,0,0,0,0,0,1,1454,0,0,"0-2","Noob"
1,0,49.45,0,0,79,0,0,0,0,1461,"squad-fpp",26,1500,0,0,0,0,0,513.2,2,0,16,513.2,"0-2","Noob"
0,0,100,1,0,34,1403,1,1,1.329,1433,"duo-fpp",49,-1,0,0,0,0,0,36.72,3,1517,20.83,36.72,"3-5","Average"
0,0,0,0,0,60,1163,0,0,0,1905,"solo-fpp",98,-1,0,0,0,0,0,1162,3,1535,53.61,1162,"3-5","Noob"
0,0,110.6,0,1,51,0,0,0,0,1918,"duo-fpp",49,1614,4021,0,0,0,0,1526,3,0,50,5547,"3-5","Average"
0,7,390.4,2,11,3,0,5,2,49.95,1888,"duo-fpp",46,1588,4218,1,0,0,0,2339,5,0,84.44,6557,"3-5","Pro"
0,1,284.7,1,0,9,0,3,1,72.2,1391,"solo-fpp",98,2020,0,0,0,0,0,1689,6,0,83.51,1689,"6-10","Pro"
0,5,317.7,0,3,7,1496,4,2,94.32,1888,"squad-fpp",28,-1,4479,0,0,0,0,2427,3,1515,85.19,6906,"3-5","Pro"
1,4,132.6,0,3,30,0,1,1,20.68,1368,"squad-fpp",28,1447,0,0,0,0,0,1329,3,0,70.37,1329,"3-5","Average"
0,0,0,0,0,97,1000,0,0,0,1388,"duo-fpp",50,-1,0,0,0,0,0,3.334,1,1500,2.04,3.334,"0-2","Noob"
0,0,0,0,0,81,0,0,0,0,1859,"solo-fpp",90,1510,0,0,0,0,0,29.25,0,0,12.36,29.25,"0-2","Noob"
0,0,0,0,0,63,0,0,0,0,1915,"solo-fpp",97,1509,0,0,0,0,0,59.45,1,0,43.75,59.45,"0-2","Noob"
0,1,152.4,0,3,33,0,1,1,51.19,1894,"squad-fpp",28,1493,0,0,0,0,0,664,7,0,44.44,664,"6-10","Average"
1,5,250.7,1,4,17,0,2,1,22.36,1392,"squad-fpp",29,1576,1420,0,0,0,0,3122,5,0,89.29,4542,"3-5","Pro"
0,0,0,0,0,81,1351,0,0,0,1357,"squad",24,-1,0,0,0,0,0,0,0,1566,0,0,"0-2","Noob"
0,2,198.3,0,3,29,1346,1,1,61,1775,"duo-fpp",47,-1,263.9,0,0,0,0,1832,3,1489,54.35,2095.9,"3-5","Pro"
1,2,351,0,3,3,1238,4,2,234.9,1332,"squad-fpp",28,-1,0,0,62.99,0,0,2216,4,1475,62.96,2278.99,"3-5","Pro"
0,0,134,0,0,44,0,1,1,4.396,1382,"solo",98,2063,0,0,0,0,0,19.74,1,0,19.59,19.74,"0-2","Average"
0,0,310,1,0,6,1480,4,2,25.01,1411,"squad-fpp",28,-1,0,0,0,0,0,117.1,1,1479,18.52,117.1,"0-2","Pro"
2,0,85.05,0,1,34,0,1,1,50.31,1282,"squad-fpp",33,1528,0,0,0,0,0,587.6,3,0,53.12,587.6,"3-5","Average"
0,0,19.39,0,0,90,1423,0,0,0,1888,"solo-fpp",94,-1,0,0,0,0,0,48.51,1,1555,4.3,48.51,"0-2","Noob"
0,0,79.98,0,0,68,0,0,0,0,1375,"squad-fpp",26,1491,0,0,0,0,0,65.31,3,0,20,65.31,"3-5","Noob"
0,0,41.62,0,0,37,0,1,1,2.319,1853,"squad-fpp",27,1418,0,0,0,0,0,258.4,2,0,23.08,258.4,"0-2","Noob"
0,0,0,0,0,54,1015,0,0,0,1365,"duo-fpp",48,-1,0.0309,0,6.954,0,0,1996,3,1482,55.32,2002.9849,"3-5","Noob"
0,5,67.11,0,2,47,0,0,0,0,1435,"squad-fpp",27,1562,0,0,0,0,0,2321,5,0,100,2321,"3-5","Noob"
1,1,43,0,1,58,0,0,0,0,1393,"duo-fpp",50,1456,0,0,0,0,0,461.4,3,0,44.9,461.4,"3-5","Noob"
0,3,301,1,3,21,1500,1,1,16.03,1795,"squad-fpp",26,-1,0,0,0,0,0,2047,6,1490,92,2047,"6-10","Pro"
0,1,234.8,1,2,18,1443,2,2,62.64,1372,"squad-fpp",28,-1,0,0,0,0,0,2454,5,1572,66.67,2454,"3-5","Pro"
0,0,217.6,0,0,17,0,2,2,5.897,1839,"duo-fpp",47,1511,0,0,0,0,0,259.2,4,0,47.83,259.2,"3-5","Pro"
0,0,0,0,0,56,0,0,0,0,1387,"duo-fpp",47,1419,0,0,0,0,0,681.8,6,0,47.83,681.8,"6-10","Noob"
0,2,58.8,0,5,58,1122,0,0,0,1446,"squad-fpp",28,-1,0,0,0,0,0,778.4,3,1466,55.56,778.4,"3-5","Noob"
0,1,100,1,1,35,1403,1,1,5.595,1404,"solo-fpp",99,-1,0,0,0,0,0,351.3,2,1579,56.12,351.3,"0-2","Average"
2,0,82.56,0,1,36,0,1,1,105.7,1982,"duo",49,1463,0,0,0,0,0,566.2,4,0,31.25,566.2,"3-5","Noob"
1,5,300.7,1,3,5,0,4,1,196.8,1869,"squad-fpp",29,1500,1194,0,57.94,0,0,3506,5,0,92.86,4757.94,"3-5","Pro"
0,5,352.2,0,0,18,0,2,2,4.343,1956,"duo-fpp",47,1510,2427,0,0,0,0,1090,5,0,71.74,3517,"3-5","Pro"
0,0,0,0,0,87,0,0,0,0,1884,"duo-fpp",45,1650,0,0,0,0,0,0,0,0,0,0,"0-2","Noob"
0,3,341.8,1,3,7,0,3,1,116.8,1893,"squad-fpp",27,1520,1952,0,17.9,0,0,2482,6,0,50,4451.9,"6-10","Pro"
0,0,0,0,1,83,0,0,0,0,1792,"squad-fpp",26,1500,0,0,0,0,0,258.5,1,0,12,258.5,"0-2","Noob"
0,1,100,0,0,29,0,1,1,19.27,1296,"squad",24,1476,0,0,0,0,0,954.8,3,0,30.43,954.8,"3-5","Average"
0,0,37.73,0,0,81,0,0,0,0,1854,"duo-fpp",46,1422,0,0,0,0,0,154.2,3,0,13.33,154.2,"3-5","Noob"
0,6,673.2,0,6,5,1683,4,3,27.64,1775,"squad",25,-1,4428,0,0,0,0,1763,9,1667,87.5,6191,"6-10","Pro"
0,6,411.9,1,3,6,1364,4,2,23.38,1414,"solo-fpp",98,0,710.2,1,0,0,0,2084,4,1488,82.47,2794.2,"3-5","Pro"
0,0,0,0,0,92,1121,0,0,0,1394,"squad",31,-1,0,0,0,0,0,0,0,1525,3.33,0,"0-2","Noob"
0,1,200,1,0,20,0,2,1,12.41,1386,"duo-fpp",49,1502,0,0,0,0,0,1233,6,0,68.75,1233,"6-10","Pro"
0,0,104.4,0,0,72,1218,0,0,0,1356,"duo-fpp",47,-1,0,0,0,0,0,150.8,3,1485,28.26,150.8,"3-5","Average"
0,0,33.06,0,0,57,0,0,0,0,1377,"squad-fpp",30,1496,0,0,0,0,0,615.1,3,0,51.72,615.1,"3-5","Noob"
1,4,701.1,1,7,4,1330,4,2,75.93,1346,"squad-fpp",28,-1,0,0,0,0,0,2170,2,1473,92.59,2170,"0-2","Pro"
0,1,89.01,0,0,49,0,0,0,0,1287,"squad-fpp",26,1511,0,0,0,0,0,2600,6,0,68,2600,"6-10","Average"
0,0,0,0,0,93,1527,0,0,0,1453,"squad",29,-1,0,0,0,0,0,6.874,1,1631,0,6.874,"0-2","Noob"
0,2,200,0,1,19,0,2,2,19.84,1367,"duo",50,1519,0,0,0,0,0,1241,4,0,59.18,1241,"3-5","Pro"
0,0,0,0,0,83,1245,0,0,0,1344,"squad-fpp",28,-1,0,0,0,0,0,375.5,1,1514,14.81,375.5,"0-2","Noob"
0,0,56.74,0,0,59,0,0,0,0,1361,"squad",27,1351,0,0,0,0,0,1642,4,0,50,1642,"3-5","Noob"
0,3,159.1,0,1,14,0,2,2,13.28,1444,"squad",28,1480,2958,0,0,0,0,869.6,6,0,55.56,3827.6,"6-10","Average"
0,0,0,0,0,89,1268,0,0,0,1286,"squad",29,-1,0,0,0,0,0,0,0,1447,0,0,"0-2","Noob"
0,5,0,0,6,65,1393,0,0,0,1393,"squad-fpp",26,-1,0,0,0,0,0,648.8,4,1488,44,648.8,"3-5","Noob"
2,6,475.8,0,3,4,1177,4,2,63.43,1366,"duo-fpp",49,-1,0,0,99.9,0,0,3414,3,1481,91.67,3513.9,"3-5","Pro"
1,1,94.77,0,0,27,0,1,1,48.24,1421,"solo-fpp",94,1708,0,0,0,0,0,1714,3,0,73.12,1714,"3-5","Average"
0,0,0,0,0,39,1066,0,0,0,1818,"duo",45,-1,0,0,0,0,0,3731,3,1502,79.55,3731,"3-5","Noob"
0,4,175,0,2,24,0,1,1,139.5,1285,"duo-fpp",49,1496,0,0,0,0,0,3013,4,0,93.75,3013,"3-5","Average"
2,6,515.5,3,2,5,0,4,2,251.8,2046,"squad",26,1489,5593,0,0,0,0,3467,4,0,100,9060,"3-5","Pro"
0,3,0,0,6,49,0,0,0,0,1354,"squad",25,1510,0,0,0,0,0,2869,5,0,83.33,2869,"3-5","Noob"
0,0,0,0,0,57,0,0,0,0,1949,"solo-fpp",94,1502,0,0,0,0,0,1408,3,0,63.44,1408,"3-5","Noob"
0,2,163.2,0,3,24,0,1,1,76.97,1374,"squad-fpp",28,1479,0.1671,0,5.298,0,0,2810,9,0,77.78,2815.4651,"6-10","Average"
0,1,100,1,0,27,0,1,1,1.106,1350,"solo-fpp",96,1655,0,0,0,0,0,1591,8,0,89.47,1591,"6-10","Average"
0,0,0,0,0,89,0,0,0,0,1429,"solo-fpp",96,1507,0,0,0,0,0,11.28,0,0,4.21,11.28,"0-2","Noob"
0,0,0,0,0,91,1570,0,0,0,1391,"squad-fpp",29,-1,0,0,0,0,0,3.679,1,1483,3.57,3.679,"0-2","Noob"
0,1,113.8,0,3,54,1353,0,0,0,1388,"squad-fpp",27,-1,0,0,0,0,0,1108,4,1505,57.69,1108,"3-5","Average"
3,9,578.1,0,4,9,0,3,1,53.37,1933,"squad",26,1621,0,0,0,0,0,4791,7,0,92,4791,"6-10","Pro"
0,0,200,1,0,19,1448,2,2,8.272,1424,"squad",26,-1,0,0,0,0,0,41.16,2,1465,16,41.16,"0-2","Pro"
0,0,58.34,0,0,68,1051,0,0,0,1801,"duo-fpp",49,-1,0,0,0,0,0,988.4,4,1501,35.42,988.4,"3-5","Noob"
0,0,37.01,0,0,88,0,0,0,0,1352,"squad-fpp",28,1490,0,0,0,0,0,116.6,2,0,11.11,116.6,"0-2","Noob"
1,5,233.5,1,9,23,1161,1,1,113.8,1813,"squad-fpp",29,0,1573,0,0,0,0,2660,5,1498,92.86,4233,"3-5","Pro"
0,1,0,0,0,78,1283,0,0,0,1384,"solo-fpp",96,-1,0,0,0,0,0,101.8,1,1532,21.05,101.8,"0-2","Noob"
0,1,73.84,0,2,67,0,0,0,0,1929,"squad-fpp",30,1525,4879,0,0,0,0,753.5,3,0,44.83,5632.5,"3-5","Noob"
0,1,0,0,1,60,0,0,0,0,1926,"squad-fpp",28,1386,0,0,0,0,0,1553,4,0,25.93,1553,"3-5","Noob"
0,0,0,0,0,70,0,0,0,0,1414,"squad-fpp",28,1449,0,0,0,0,0,1539,4,0,44.44,1539,"3-5","Noob"
2,4,61.27,0,3,51,0,0,0,0,1380,"squad-fpp",28,1485,560.8,0,127.6,0,0,3495,6,0,92.59,4183.4,"6-10","Noob"
1,1,100,0,2,65,1183,0,0,0,1313,"squad",28,-1,0,0,0,0,0,569.7,4,1441,40.74,569.7,"3-5","Average"
0,1,100,0,1,31,1117,1,1,16.98,1754,"squad-fpp",31,-1,0,0,0,0,0,643.5,4,1513,33.33,643.5,"3-5","Average"
0,0,122.5,0,0,34,1318,1,1,55.26,1895,"squad",26,-1,0,0,0,0,0,345,4,1472,32,345,"3-5","Average"
0,2,112.2,0,1,61,0,0,0,0,1963,"squad-fpp",28,1497,0,0,0,0,0,4651,7,0,48.15,4651,"6-10","Average"
0,1,521.2,0,6,11,0,2,1,193.6,1875,"squad-fpp",27,1460,4049,0,0,0,0,2417,4,0,76.92,6466,"3-5","Pro"
0,3,197.2,0,3,22,1395,1,1,6.671,1441,"squad-fpp",29,-1,0,0,163.1,0,0,2696,9,1574,96.43,2859.1,"6-10","Pro"
0,3,608.4,0,2,31,0,1,1,12.26,1772,"squad-fpp",27,1500,988.4,0,0,0,0,529,4,0,34.62,1517.4,"3-5","Pro"
0,0,203.8,0,1,61,0,0,0,0,1985,"duo",48,1472,1800,0,0,0,0,1086,5,0,46.81,2886,"3-5","Pro"
0,1,173.5,0,1,19,0,2,1,28.35,1384,"duo",48,1528,0,0,0,0,0,1537,4,0,61.7,1537,"3-5","Average"
1,3,184.3,0,4,64,0,0,0,0,1406,"squad-fpp",28,1983,0,0,0,0,0,484.9,5,0,48.15,484.9,"3-5","Average"
0,1,263,1,7,17,0,2,2,16.38,1348,"duo-fpp",48,1480,0,0,0,0,0,1287,4,0,63.83,1287,"3-5","Pro"
0,0,0,0,0,62,0,0,0,0,893,"crashfpp",49,1500,2828,0,0,0,0,1209,0,0,43.75,4037,"0-2","Noob"
0,4,379,0,9,5,0,4,2,21.4,1511,"squad-fpp",28,1536,0,0,0,0,0,3624,4,0,88.89,3624,"3-5","Pro"
1,8,412.4,1,1,3,0,4,1,28.57,1367,"solo-fpp",96,1565,0,0,58.71,0,0,3765,6,0,100,3823.71,"6-10","Pro"
0,0,186.6,0,0,29,0,1,1,4.186,1387,"duo",46,1438,0,0,0,0,0,1630,3,0,71.11,1630,"3-5","Average"
3,1,73.53,0,1,52,0,0,0,0,1405,"squad-fpp",28,1509,0,0,0,0,0,2602,4,0,74.07,2602,"3-5","Noob"
0,1,0,0,1,75,0,0,0,0,1357,"squad",27,1446,0,0,0,0,0,240.9,2,0,26.92,240.9,"0-2","Noob"
0,0,25.8,0,0,68,0,0,0,0,1374,"solo-fpp",93,1506,0,0,0,0,0,80.63,5,0,33.7,80.63,"3-5","Noob"
0,0,0,0,1,58,0,0,0,0,1872,"solo-fpp",95,1669,0,0,0,0,0,1208,6,0,51.06,1208,"6-10","Noob"
0,0,100,0,0,36,1155,1,1,11.62,1334,"duo-fpp",48,-1,0,0,0,0,0,85.6,2,1516,25.53,85.6,"0-2","Average"
0,0,86.65,0,0,61,0,0,0,0,1218,"squad-fpp",31,1458,0,0,0,0,0,356.2,2,0,36.67,356.2,"0-2","Average"
0,1,123.7,0,1,21,1129,2,1,40.1,1360,"squad",27,-1,0,0,0,0,0,288.3,2,1493,26.92,288.3,"0-2","Average"
0,0,100,1,0,46,1087,1,1,3.572,1353,"squad-fpp",28,-1,0,0,0,0,0,24.63,2,1455,3.7,24.63,"0-2","Average"
2,1,345.8,0,2,21,1317,1,1,16.56,1381,"duo-fpp",45,-1,0,0,0,0,0,2850,5,1491,100,2850,"3-5","Pro"
0,2,91.07,0,0,55,0,0,0,0,1406,"duo-fpp",48,1498,0,0,0,0,0,2005,2,0,51.06,2005,"0-2","Average"
0,0,65.52,0,0,86,1321,0,0,0,1301,"duo-fpp",49,-1,0,0,0,0,0,32.14,2,1517,16.67,32.14,"0-2","Noob"
0,1,0,0,1,57,1272,0,0,0,1330,"squad-fpp",28,-1,0,0,0,0,0,859.9,5,1469,51.85,859.9,"3-5","Noob"
2,6,510.6,2,1,10,0,2,1,49.33,1770,"squad-fpp",27,1508,1267,0,0,0,0,3388,7,0,96.15,4655,"6-10","Pro"
2,2,232.2,1,0,27,0,1,1,15.34,1409,"squad-fpp",28,1599,851,0,0,0,0,2727,2,0,74.07,3578,"0-2","Pro"
0,0,0,0,0,83,1023,0,0,0,1903,"squad",27,-1,0,0,0,0,0,414.8,1,1497,7.69,414.8,"0-2","Noob"
0,0,0,0,6,45,1110,0,0,0,2184,"duo-fpp",48,-1,3802,0,0,0,0,382.1,3,1469,97.87,4184.1,"3-5","Noob"
2,5,949,1,4,1,0,8,2,183.5,1341,"squad-fpp",25,1545,0,0,0,0,0,3021,5,0,100,3021,"3-5","Pro"
0,0,396,1,1,23,0,2,2,26.04,1315,"duo-fpp",49,1438,0,0,0,0,0,1806,4,0,68.75,1806,"3-5","Pro"
0,4,82.62,0,1,47,1079,0,0,0,1874,"squad-fpp",30,-1,2626,0,0,0,0,2982,5,1525,75.86,5608,"3-5","Noob"
0,0,0,0,0,70,0,0,0,0,1284,"squad",27,1474,0,0,0,0,0,577.1,2,0,15.38,577.1,"0-2","Noob"
0,0,54.39,0,0,81,0,0,0,0,1798,"squad-fpp",30,1479,0,0,0,0,0,495.1,2,0,17.24,495.1,"0-2","Noob"
0,4,143.8,0,10,16,0,2,1,7.552,1828,"squad-fpp",29,1497,0,0,0,0,0,2435,7,0,67.86,2435,"6-10","Average"
0,0,200,1,0,18,0,2,2,12.03,1376,"squad-fpp",28,1407,0,0,0,0,0,226.4,1,0,33.33,226.4,"0-2","Pro"
0,0,0,0,0,74,0,0,0,0,1883,"squad-fpp",30,1424,0,0,0,0,0,130,3,0,17.24,130,"3-5","Noob"
0,0,100,0,0,28,1302,1,1,88.72,1811,"squad",29,-1,0,0,0,0,0,1103,3,1541,28.57,1103,"3-5","Average"
0,2,104.2,0,1,26,0,1,1,46.82,1419,"duo-fpp",46,1554,722.1,0,0,0,0,2252,3,0,88.89,2974.1,"3-5","Average"
1,5,211.5,0,4,7,0,2,1,20.95,1437,"squad-fpp",25,1358,1164,0,0,0,0,2991,7,0,100,4155,"6-10","Pro"
1,2,373.6,1,0,4,0,5,2,193.4,1337,"duo-fpp",47,1617,1703,0,0,0,0,1771,3,0,95.65,3474,"3-5","Pro"
0,1,0,0,7,62,0,0,0,0,1360,"squad-fpp",28,1399,0,0,0,0,0,1359,4,0,51.85,1359,"3-5","Noob"
0,0,131.2,0,0,37,1453,1,1,3.622,1859,"duo-fpp",47,-1,0,0,0,0,0,128.2,1,1449,13.04,128.2,"0-2","Average"
0,0,24.51,0,0,73,1332,0,0,0,1459,"squad-fpp",31,-1,0,0,0,0,0,213.3,2,1513,23.33,213.3,"0-2","Noob"
1,3,121.3,1,11,27,1176,1,1,24.97,1319,"duo",49,-1,1382,0,0,0,0,2000,4,1433,60.42,3382,"3-5","Average"
0,1,0,0,4,68,1276,0,0,0,1823,"squad-fpp",28,-1,0,0,0,0,0,791.1,6,1517,44.44,791.1,"6-10","Noob"
0,1,49.93,0,4,32,0,1,1,21.55,1316,"squad-fpp",28,1500,0,0,0,0,0,2105,4,0,59.26,2105,"3-5","Noob"
0,0,100,0,1,59,0,0,0,0,1290,"duo-fpp",46,1490,0,0,11.49,0,0,1427,7,0,55.56,1438.49,"6-10","Average"
0,0,55.86,0,1,68,0,0,0,0,1511,"solo",97,1500,0,0,0,0,0,486.9,2,0,42.71,486.9,"0-2","Noob"
0,0,100,0,0,17,0,2,2,3.494,1265,"squad-fpp",28,1512,1708,2,0,0,0,133.1,0,0,29.63,1841.1,"0-2","Average"
1,2,459.7,0,5,5,0,3,1,98.74,1380,"duo",49,1647,0,0,0,0,0,1606,6,0,100,1606,"6-10","Pro"
0,0,33.81,0,0,61,1235,0,0,0,1876,"squad-fpp",28,-1,2516,0,0,0,0,942.8,6,1388,29.63,3458.8,"6-10","Noob"
1,3,627.8,1,0,3,0,6,2,162.7,1886,"solo-fpp",97,1579,0,0,0,0,0,2780,7,0,91.67,2780,"6-10","Pro"
0,0,2.876,0,0,70,1082,0,0,0,1774,"squad-fpp",30,-1,775.5,0,0,0,0,860.8,4,1490,31.03,1636.3,"3-5","Noob"
0,3,95.73,0,0,45,0,0,0,0,1374,"squad-fpp",29,1392,0,0,0,0,0,2450,4,0,96.43,2450,"3-5","Average"
0,0,73.42,0,0,48,0,0,0,0,1877,"squad-fpp",28,1538,0,0,0,0,0,30.94,1,0,81.48,30.94,"0-2","Noob"
0,0,0,0,2,75,1317,0,0,0,1346,"solo-fpp",97,-1,0,0,0,0,0,116.8,2,1404,26.04,116.8,"0-2","Noob"
0,0,0,0,0,56,0,0,0,0,1364,"duo-fpp",47,1535,0,0,0,0,0,1224,2,0,50,1224,"0-2","Noob"
0,3,60.59,0,5,41,0,0,0,0,1454,"squad",26,1493,1522,0,0,0,0,3066,4,0,84,4588,"3-5","Noob"
0,1,321.4,0,0,6,1342,4,2,11.5,1876,"duo-fpp",49,-1,1335,0,0,0,0,2905,4,1552,77.08,4240,"3-5","Pro"
0,3,0,0,8,52,0,0,0,0,2038,"squad-fpp",31,1484,3916,0,0,0,0,2926,2,0,70,6842,"0-2","Noob"
0,0,0,0,0,89,1000,0,0,0,1329,"duo-fpp",49,0,0,0,0,0,0,40.06,1,1500,8.33,40.06,"0-2","Noob"
0,0,17.16,0,0,99,0,0,0,0,1825,"squad",27,1519,0,0,0,0,0,57.03,1,0,0,57.03,"0-2","Noob"
0,1,229.2,0,2,36,1173,1,1,20.94,1871,"duo-fpp",41,-1,0,0,0,0,0,513.3,4,1517,30,513.3,"3-5","Pro"
0,0,200,0,0,47,0,0,0,0,1932,"duo-fpp",49,1500,4547,0,0,0,0,965.9,7,0,77.08,5512.9,"6-10","Pro"
0,2,54.98,0,2,17,0,2,1,23.4,1927,"squad-fpp",29,1446,996.1,0,0,0,0,2094,7,0,57.14,3090.1,"6-10","Noob"
0,2,23.99,0,0,39,1054,0,0,0,1964,"duo",48,-1,3681,0,0,0,0,2694,4,1503,72.34,6375,"3-5","Noob"
0,0,6.48,0,0,95,1225,0,0,0,1351,"squad-fpp",29,-1,0,0,0,0,0,17.46,0,1472,0,17.46,"0-2","Noob"
0,0,18.38,0,0,47,0,0,0,0,1329,"duo-fpp",49,1500,0,0,0,0,0,2046,6,0,70.83,2046,"6-10","Noob"
1,8,497.7,0,1,4,1526,4,2,43.87,1347,"squad-fpp",29,-1,0,0,79.91,0,0,2893,6,1530,96.43,2972.91,"6-10","Pro"
0,1,0,0,0,66,1308,0,0,0,1333,"squad-fpp",29,-1,0,0,0,0,0,1200,2,1495,53.57,1200,"0-2","Noob"
0,3,281.4,0,6,19,1339,2,1,10.1,1985,"solo-fpp",98,0,5653,0,0,0,0,911.9,7,1441,67.01,6564.9,"6-10","Pro"
1,2,89.15,0,3,50,1508,0,0,0,1359,"duo-fpp",49,-1,0,0,0,0,0,2145,8,1587,79.17,2145,"6-10","Average"
0,0,19.35,0,0,45,1378,0,0,0,1444,"solo-fpp",81,-1,0,0,0,0,0,766.8,3,1575,61.25,766.8,"3-5","Noob"
1,2,323.4,1,0,22,0,1,1,68.67,1206,"solo",96,1559,2751,0,0,0,0,1010,4,0,98.95,3761,"3-5","Pro"
0,4,598.8,0,4,4,0,4,2,76.6,1436,"squad",27,1496,0,0,0,0,0,1311,5,0,84.62,1311,"3-5","Pro"
0,0,0,0,0,50,1000,0,0,0,1471,"squad-fpp",27,-1,0,0,0,0,0,948.1,4,1500,69.23,948.1,"3-5","Noob"
0,0,0,0,0,92,1232,0,0,0,1322,"solo-fpp",95,-1,0,0,0,0,0,30.04,1,1494,2.13,30.04,"0-2","Noob"
0,0,0,0,0,39,1000,0,0,0,1367,"squad",27,0,0,0,0,0,0,51.07,1,1500,80.77,51.07,"0-2","Noob"
0,0,0,0,0,71,1319,0,0,0,1388,"solo-fpp",95,-1,0,0,0,0,0,202.7,4,1521,27.66,202.7,"3-5","Noob"
0,0,53.91,0,0,96,0,0,0,0,1850,"squad-fpp",30,1500,0,0,0,0,0,27.1,1,0,0,27.1,"0-2","Noob"
0,1,154.2,0,1,67,0,0,0,0,1832,"squad",28,1500,0,0,0,0,0,812.2,1,0,18.52,812.2,"0-2","Average"
2,7,167,1,4,5,0,3,1,249.3,2036,"squad",31,1498,4261,0,0,0,0,3147,5,0,86.67,7408,"3-5","Average"
0,4,120.3,0,3,26,1000,1,1,53.23,1807,"squad",27,-1,3435,0,0,0,0,2415,5,1500,73.08,5850,"3-5","Average"
0,0,0,0,0,67,1350,0,0,0,1392,"squad-fpp",29,-1,0,0,0,0,0,658.9,3,1557,35.71,658.9,"3-5","Noob"
0,0,87.42,0,0,47,1099,1,1,9.431,1258,"squad",25,-1,0,0,0,0,0,22.62,1,1462,0,22.62,"0-2","Average"
0,0,64.63,0,0,68,1363,0,0,0,1849,"squad",25,-1,0,0,0,0,0,1439,5,1557,33.33,1439,"3-5","Noob"
0,0,0,0,0,56,0,0,0,0,1313,"solo-fpp",94,1566,0,0,0,0,0,467.3,3,0,55.91,467.3,"3-5","Noob"
0,0,22,1,0,45,1325,1,1,1.652,1319,"squad-fpp",28,-1,0,0,0,0,0,129.2,3,1503,18.52,129.2,"3-5","Noob"
0,0,0,0,0,98,1004,0,0,0,1356,"solo",99,-1,0,0,0,0,0,0,0,1488,0,0,"0-2","Noob"
0,4,254,0,5,13,1187,2,1,104.4,1466,"solo",97,-1,0,0,108.6,0,0,2128,7,1617,92.71,2236.6,"6-10","Pro"
0,2,119.3,1,0,32,1362,1,1,14.7,1810,"duo-fpp",46,-1,0,0,0,0,0,378.5,3,1474,15.56,378.5,"3-5","Average"
0,5,576.8,2,2,1,1037,6,2,69.25,1895,"squad-fpp",26,-1,0,0,0,0,0,1841,6,1497,56,1841,"6-10","Pro"
0,0,58.16,0,0,73,1304,0,0,0,1375,"duo-fpp",48,-1,0,0,0,0,0,234.6,2,1550,25.53,234.6,"0-2","Noob"
1,4,237.5,0,3,23,0,1,1,18.36,1410,"duo-fpp",46,1599,0,0,0,0,0,1943,6,0,84.44,1943,"6-10","Pro"
0,1,0,0,0,64,0,0,0,0,1386,"duo",48,1527,0,0,0,0,0,195.1,4,0,34.04,195.1,"3-5","Noob"
1,3,286.2,0,4,14,1526,2,1,60.61,1772,"squad-fpp",30,-1,2686,0,0,0,0,4439,6,1600,96.55,7125,"6-10","Pro"
0,1,155.6,0,1,25,0,1,1,128.6,1942,"squad-fpp",30,1408,3164,0,7.666,0,0,3090,3,0,89.66,6261.666,"3-5","Average"
0,2,0,0,1,51,0,0,0,0,1367,"squad",28,1437,1395,0,0,0,0,2087,3,0,59.26,3482,"3-5","Noob"
0,0,396.1,0,0,55,0,0,0,0,1771,"squad-fpp",26,1540,0,0,0,0,0,384.6,3,0,56,384.6,"3-5","Pro"
0,1,97.83,0,0,58,0,0,0,0,1803,"duo-fpp",35,1518,0,0,0,0,0,152.5,1,0,17.65,152.5,"0-2","Average"
0,0,0,0,0,67,0,0,0,0,1325,"duo-fpp",49,1507,0,0,0,0,0,128.3,2,0,35.42,128.3,"0-2","Noob"
1,2,110.4,1,4,22,1411,1,1,6.196,1882,"solo-fpp",89,-1,7066,0,0,0,0,3225,7,1624,78.41,10291,"6-10","Average"
